latitude,longitude
24.42278728,54.15907519
24.46120744,54.13379251
24.48490973,54.09996723
24.45815487,54.15344516
24.43216909,54.10224201
24.47893755,54.149269
24.4073157,54.1307488
24.4338942,54.14599829
24.4643554,54.14496834
24.48130158,54.12258401
24.43841118,54.12382367
24.45786974,54.15359796
24.46019973,54.12470483
24.4154766,54.10498021
24.4403389,54.10297641
24.47176271,54.10011467
24.45626013,54.08801973
24.41438712,54.10001775
24.43937437,54.09226978
24.43345915,54.09606478
24.45180357,54.10547668
24.40948901,54.12017395
24.41775988,54.14532984
24.47399258,54.13888649
24.423159,54.14999685
24.45503332,54.12162685
24.44620642,54.1176524
24.41823481,54.15784079
24.47364431,54.15267669
24.4315021,54.0823509
24.4599403,54.15028106
24.40105661,54.12202603
24.46576148,54.15230605
24.46280651,54.0778206
24.4286725,54.14005204
24.47645512,54.14086514
24.4351971,54.12023522
24.4082598,54.12812769
24.45273221,54.16416441
24.43539696,54.14747336
24.47494504,54.09636132
24.43582329,54.1587883
24.42295086,54.09775189
24.45874005,54.13943217
24.46241977,54.15960273
24.44199825,54.14437149
24.46580455,54.1573997
24.44297549,54.16732614
24.46233278,54.09113904
24.48258429,54.09853647
24.41552876,54.15350828
24.42381695,54.08443901
24.46973649,54.13573366
24.42597728,54.16389906
24.41194436,54.13301206
24.44220576,54.15403064
24.47510728,54.09306704
24.47518125,54.11476584
24.44014958,54.07876392
24.48314277,54.12285735
24.43921288,54.10221121
24.42544121,54.07420859
24.43419952,54.12935467
24.46175407,54.13357775
24.45449993,54.14902325
24.44290355,54.11803576
24.4396643,54.09102777
24.41316733,54.12025303
24.45988265,54.08638699
24.43739251,54.14937932
24.41401087,54.11046102
24.43791464,54.07828966
24.42201482,54.11272396
24.41126944,54.14375451
24.45172542,54.12961531
24.45963682,54.07598294
24.42305298,54.13923678
24.41261449,54.14342878
24.45961151,54.09734664
24.42125434,54.10338519
24.44404938,54.13164635
24.41579557,54.12837239
24.43889365,54.11773549
24.46355223,54.11008504
24.47060462,54.09319333
24.45670568,54.12759427
24.47417871,54.12130861
24.41853145,54.09127694
24.44821044,54.11128908
24.44723384,54.09394027
24.4361432,54.10375864
24.45048347,54.0884755
24.47625622,54.12812721
24.47352938,54.13937834
24.41252043,54.09217967
24.44338825,54.15983917
24.46132293,54.15319213
24.43428713,54.13732572
24.47547885,54.11671887
24.45151322,54.15803225
24.46863498,54.12185675
24.43675379,54.0972392
24.41667181,54.09943372
24.47348868,54.11861468
24.40877453,54.12815286
24.42761069,54.14705946
24.43033891,54.0988344
24.46849723,54.08901428
24.46643291,54.07734055
24.45937481,54.12396942
24.41265879,54.1246474
24.45703982,54.15072653
24.43141615,54.07498852
24.45470824,54.16539367
24.40356372,54.11398003
24.42386547,54.15901982
24.4187225,54.13557587
24.41783532,54.13945554
24.45046558,54.07355117
24.45282716,54.14615921
24.4820046,54.10089389
24.44465458,54.09496352
24.43955659,54.0762364
24.4506572,54.13013726
24.44588519,54.07835947
24.46869146,54.09173069
24.43610413,54.16545522
24.45769166,54.0986175
24.46654452,54.11553295
24.46444132,54.13092031
24.44380126,54.13061267
24.45626822,54.14996997
24.45488555,54.07303801
24.46820555,54.13980291
24.42339463,54.11281936
24.42615474,54.1549865
24.47231321,54.11989831
24.424219,54.08246916
24.4852021,54.10323871
24.43340953,54.07547273
24.43814467,54.13039627
24.41054428,54.14389903
24.46449532,54.16155277
24.45179224,54.14051793
24.41904311,54.11298696
24.44854874,54.13502489
24.43871895,54.10323919
24.45267331,54.11783811
24.44170656,54.10681143
24.46515925,54.08875711
24.4220026,54.14400746
24.45497086,54.11725878
24.4405837,54.1274083
24.41801931,54.10458387
24.47806955,54.12035276
24.40018861,54.10882971
24.41203733,54.10092298
24.46912232,54.0833304
24.44199256,54.14182128
24.45950627,54.10757605
24.42266957,54.10228901
24.4176073,54.09741836
24.42237209,54.08196305
24.46575473,54.08687136
24.45099506,54.16441232
24.41660462,54.08183928
24.40912328,54.12450892
24.47158969,54.14987749
24.42946563,54.15971266
24.47130792,54.10995679
24.46659614,54.0920031
24.46735738,54.08837263
24.44582498,54.13612083
24.44354022,54.1483765
24.41220765,54.11920029
24.47527412,54.13500852
24.42812576,54.10434005
24.45206789,54.08033802
24.43245343,54.12275708
24.44528979,54.07358436
24.41390011,54.08732682
24.40470445,54.13325059
24.43066584,54.15645138
24.4206239,54.14321452
24.42282521,54.14318907
24.43096187,54.11021803
24.40500996,54.10512837
24.42565461,54.08905154
24.4525804,54.16245867
24.4782683,54.14837206
24.44816639,54.08398437
24.48218957,54.09848501
24.47923161,54.12102167
24.43736271,54.07352554
24.42911111,54.15591419
24.41461314,54.09447446
24.4105943,54.08605575
24.43512021,54.11655293
24.43717584,54.14161458
24.42287309,54.13538231
24.44528245,54.15216569
24.44861851,54.1331248
24.45856862,54.15342042
24.41756585,54.14665531
24.43429571,54.13383527
24.42735402,54.15828379
24.43076655,54.16312666
24.45469811,54.11813847
24.44487029,54.15031935
24.46792011,54.13559605
24.47806584,54.14447016
24.43481175,54.10380048
24.41554215,54.08436451
24.48647361,54.12039888
24.44978872,54.11176298
24.41482966,54.08809893
24.42484095,54.08264276
24.44231654,54.13483154
24.42948773,54.1567245
24.47241541,54.11869458
24.43181256,54.15150472
24.42180968,54.14587584
24.44298883,54.14947034
24.42928458,54.14507908
24.46256493,54.13018103
24.43823477,54.07241655
24.45528031,54.14976795
24.46547229,54.15650195
24.42406255,54.13227201
24.40226905,54.10325906
24.41908241,54.084815
24.45721844,54.15150194
24.43975649,54.13438602
24.45459668,54.15166355
24.41939142,54.12113684
24.44272886,54.16159774
24.46235722,54.09634004
24.43478726,54.08196408
24.42313243,54.09677601
24.44948643,54.15709027
24.46863145,54.13818056
24.416242,54.13981802
24.44096078,54.09496212
24.44912241,54.15956983
24.46602337,54.08716824
24.40752782,54.10333888
24.46775527,54.11878325
24.46775745,54.15032424
24.46654099,54.08266884
24.41302408,54.09188031
24.48514991,54.12923625
24.46195492,54.15721758
24.42957844,54.15430486
24.41620738,54.12785479
24.42437679,54.15721886
24.4582199,54.10358442
24.41870491,54.12022734
24.4463929,54.09794502
24.47266988,54.12156153
24.4709466,54.11616643
24.46645854,54.13665765
24.41867184,54.15373849
24.44821414,54.07526619
24.45850599,54.10912147
24.42684043,54.11985597
24.4753708,54.11647923
24.4601316,54.14089707
24.45674329,54.09210306
24.44474144,54.12705977
24.43907401,54.1367571
24.41805535,54.09132972
24.40591519,54.09638399
24.46405825,54.13391981
24.41177524,54.09234999
24.45427902,54.14813342
24.4701852,54.11020295
24.4717566,54.09028204
24.45232917,54.07219153
24.4433167,54.15988996
24.47744578,54.11551202
24.40813671,54.10971718
24.41972121,54.11413229
24.459791,54.14426008
24.42801328,54.1449373
24.42504183,54.13282553
24.42536023,54.08575528
24.42603819,54.08065822
24.48102812,54.11990253
24.41960645,54.08557501
24.43837008,54.14583266
24.45774994,54.16474357
24.42845857,54.07739692
24.46677533,54.13935483
24.48244977,54.10851404
24.42185251,54.1230281
24.46942664,54.08394697
24.43661131,54.14606918
24.44606775,54.14729153
24.46078368,54.1423918
24.46004543,54.15744761
24.47989291,54.13969359
24.46373712,54.1471502
24.39972661,54.12781555
24.44944586,54.0831434
24.42539791,54.16025741
24.41426255,54.11115794
24.47089918,54.10826133
24.43184578,54.09467573
24.43766155,54.08948245
24.42027859,54.14713791
24.42242458,54.08027405
24.44583888,54.16268746
24.44329327,54.12715656
24.43427653,54.16124234
24.44193847,54.11000218
24.41366958,54.08570958
24.42104066,54.14048442
24.46250819,54.15474156
24.45311441,54.11416368
24.4387049,54.13345551
24.40650113,54.10870484
24.43228973,54.12868992
24.44242783,54.09356038
24.4414995,54.120141
24.44091101,54.0820108
24.46325022,54.1362806
24.46688903,54.12061134
24.42660123,54.11683381
24.41499881,54.11657266
24.41939232,54.08570201
24.4823283,54.13401618
24.40595977,54.10167613
24.47297603,54.14530646
24.47894546,54.09169604
24.44188758,54.1518968
24.44576945,54.11702836
24.4817768,54.10391704
24.4094509,54.13099031
24.48836385,54.11516528
24.45257756,54.11774833
24.43148475,54.09561469
24.4062781,54.12883897
24.43064629,54.09534481
24.4093654,54.13729859
24.42004617,54.15748159
24.46498291,54.0985393
24.4420225,54.14195487
24.4036199,54.12167672
24.41269304,54.09332112
24.4080899,54.13487213
24.41358714,54.09159394
24.47971816,54.0985757
24.43782829,54.08555866
24.42729913,54.1584968
24.44772782,54.12270665
24.43202034,54.13434548
24.4795505,54.12829344
24.43574259,54.09767441
24.48192206,54.11130638
24.48407711,54.12789341
24.45652761,54.16256115
24.43291226,54.1362313
24.46870901,54.09891313
24.45075019,54.07712818
24.47556078,54.12615723
24.45350793,54.15861727
24.45882923,54.10874956
24.44173821,54.11466696
24.45266534,54.12572227
24.4221296,54.14115601
24.4447227,54.10169326
24.42082758,54.0896517
24.4420914,54.14163054
24.46811938,54.12758902
24.4670203,54.11701521
24.48004688,54.09048229
24.45198659,54.09491676
24.41090872,54.12865743
24.45038445,54.08465425
24.45987996,54.15690885
24.4664707,54.07802993
24.42177466,54.08760473
24.45315903,54.12016484
24.46795628,54.10251087
24.46870014,54.15540741
24.44483994,54.10752394
24.45810442,54.16444654
24.46501105,54.1125792
24.44031786,54.07117474
24.47290728,54.15363103
24.44550448,54.1259023
24.40694807,54.09812966
24.41879595,54.1042845
24.41986571,54.15601174
24.45704151,54.12597291
24.41439243,54.09451828
24.4107937,54.13324152
24.46951363,54.14212522
24.45938957,54.12758288
24.47145021,54.14197442
24.45489049,54.08366085
24.43922128,54.11673879
24.48189973,54.13018796
24.48506839,54.11255054
24.46158468,54.14880615
24.42427615,54.14310937
24.43046727,54.11025846
24.44163577,54.15320632
24.4360421,54.16363291
24.43923636,54.0996383
24.42000374,54.10853775
24.4685642,54.14123614
24.44973258,54.15787346
24.46415513,54.12725346
24.46863038,54.15044089
24.42807119,54.07643216
24.44877775,54.12478425
24.42810119,54.14348746
24.46206674,54.15119319
24.40074547,54.1221547
24.46813968,54.14970996
24.45936412,54.09042571
24.44327724,54.08258525
24.4507783,54.07956339
24.47969911,54.09872132
24.47898037,54.08944655
24.44469409,54.14103096
24.45152006,54.13959144
24.44056603,54.0814829
24.40845623,54.13059362
24.48630358,54.13251537
24.43285554,54.09786134
24.47452759,54.08477124
24.46898379,54.083379
24.46501129,54.09639466
24.43356015,54.14860152
24.48799601,54.12696111
24.43277145,54.14979034
24.42192035,54.11597709
24.44809201,54.07830301
24.47439675,54.1009253
24.43567061,54.15429357
24.46911536,54.14635245
24.44077782,54.1522085
24.46893933,54.15943754
24.41792442,54.12763235
24.40265846,54.10582858
24.40870786,54.13852531
24.44795892,54.13937225
24.48861209,54.1194295
24.41181055,54.14914739
24.4078851,54.14390875
24.48356122,54.12389588
24.40520519,54.1050997
24.42782462,54.08875118
24.46009516,54.13770719
24.41430841,54.12136661
24.47847148,54.09196708
24.43950323,54.15565401
24.41755591,54.12501286
24.4835321,54.12449003
24.42877548,54.16414735
24.43107901,54.09610847
24.44947396,54.10391317
24.44878977,54.10767034
24.47501635,54.14570913
24.40256797,54.13019899
24.42442141,54.16305535
24.41600647,54.1228269
24.45513381,54.10042
24.46839856,54.0931723
24.44000464,54.07694646
24.43408555,54.15075613
24.45035099,54.16297471
24.4646463,54.14432339
24.42369675,54.09578303
24.45421276,54.14300176
24.4258985,54.1147185
24.42636421,54.15952265
24.41816149,54.12745706
24.45498319,54.12786073
24.43100583,54.134707
24.41593588,54.15272561
24.44543217,54.07193838
24.41219032,54.10738732
24.45740832,54.07221863
24.47510558,54.12569564
24.42318372,54.14352317
24.40817513,54.14811983
24.43078062,54.13963237
24.48065657,54.14693074
24.4056361,54.10219895
24.46035423,54.12116504
24.44046685,54.12439236
24.45125055,54.15887055
24.43547921,54.13220666
24.44472671,54.07535499
24.42468899,54.10358906
24.48238329,54.13584337
24.41393918,54.11928764
24.46238833,54.11603782
24.43171326,54.12928276
24.4331036,54.0958786
24.4755878,54.10520419
24.44148229,54.12403466
24.42900494,54.16403045
24.43342174,54.16192375
24.40278101,54.10040501
24.4767962,54.09850199
24.43682584,54.13609899
24.46479442,54.11103986
24.42513622,54.08127744
24.4036778,54.10875587
24.45003149,54.14896667
24.42685842,54.10276692
24.40139649,54.10321159
24.45052803,54.14243921
24.44156396,54.13530189
24.44830192,54.09791106
24.48085216,54.09543063
24.43411258,54.11457108
24.43735544,54.10066834
24.42046392,54.07917091
24.45098467,54.13608961
24.48051386,54.11218909
24.43595413,54.15348803
24.43448233,54.13101164
24.45329919,54.10677452
24.43451189,54.1547081
24.4121152,54.13109358
24.4711021,54.09961109
24.43835897,54.11845796
24.44108086,54.10481192
24.43877394,54.14834342
24.44585638,54.08653557
24.46089745,54.12346741
24.45287279,54.13102527
24.40074486,54.11775774
24.44389647,54.12482118
24.44790233,54.1562278
24.48455658,54.10784476
24.41925848,54.1093817
24.44880458,54.14459977
24.45898948,54.11310711
24.44566327,54.15230516
24.45828042,54.09502186
24.42419749,54.11009939
24.44899715,54.1569753
24.41777596,54.08635544
24.44260138,54.15967469
24.42115465,54.07725901
24.44248545,54.14811971
24.40643902,54.09689273
24.44122568,54.14518916
24.44878489,54.10236127
24.48022245,54.13115227
24.42084075,54.11031989
24.44140339,54.14110935
24.48178286,54.12279738
24.45348115,54.12766923
24.42685498,54.12123724
24.48118078,54.11536413
24.46409456,54.1397177
24.42709609,54.09360315
24.4042035,54.1040344
24.45153174,54.12422206
24.43883057,54.07930413
24.4757936,54.10885272
24.47535495,54.12336316
24.4128547,54.15256167
24.40898815,54.11475392
24.48132826,54.11992498
24.45058622,54.08348633
24.4662675,54.14409702
24.44734529,54.12392591
24.40466499,54.11149151
24.45361132,54.08444545
24.42124241,54.12163178
24.40018658,54.12469866
24.48257626,54.12215315
24.42430426,54.09814309
24.48069939,54.11964301
24.47294419,54.14049601
24.41768997,54.15075585
24.41514519,54.08124055
24.44038707,54.10549837
24.45623824,54.14238675
24.44148556,54.13506821
24.44556611,54.09140517
24.44227538,54.13496023
24.44266421,54.15185752
24.42352664,54.12880159
24.43466485,54.10023419
24.45755694,54.16088612
24.41146936,54.09551922
24.46049236,54.16445315
24.4790086,54.09229146
24.46353514,54.13531924
24.46007084,54.07922985
24.43818139,54.13618958
24.43414444,54.15500134
24.41281538,54.12598504
24.4167247,54.15558472
24.44677386,54.11504357
24.42852731,54.09829718
24.42245361,54.12514652
24.45570474,54.10520635
24.41657297,54.12821188
24.40341179,54.09985715
24.43406043,54.07128701
24.42499794,54.13944103
24.43314695,54.135492
24.46339352,54.11195436
24.46212478,54.15558684
24.47745341,54.14745479
24.46853936,54.1385715
24.40747984,54.13535006
24.42522827,54.16170678
24.472074,54.14932503
24.45011559,54.10020806
24.45460403,54.10007099
24.4065338,54.11714321
24.44268291,54.15926775
24.4552965,54.14065732
24.40265127,54.13393197
24.46214264,54.13366321
24.471567,54.1017265
24.46563587,54.07830759
24.41955005,54.08278967
24.4345242,54.08478298
24.45736824,54.08830675
24.45465406,54.07769568
24.44265684,54.16742058
24.43785086,54.08098818
24.43476107,54.0797745
24.45020419,54.08294311
24.42646679,54.12033391
24.46092181,54.10977457
24.41001067,54.10522911
